lat,long,location,count
42.28224717,-71.05095983,(42.28224717 -71.05095983),10
42.28225363,-71.0652722,(42.28225363 -71.06527220),3
42.28227078,-71.143241,(42.28227078 -71.14324100),1
42.28227496,-71.12548477,(42.28227496 -71.12548477),2
42.2822757,-71.04729084,(42.28227570 -71.04729084),26
42.28227628,-71.09713652,(42.28227628 -71.09713652),4
42.28227907,-71.07131465,(42.28227907 -71.07131465),18
42.28228075,-71.06692697,(42.28228075 -71.06692697),2
42.28228759,-71.15083043,(42.28228759 -71.15083043),1
42.28229312,-71.08088944,(42.28229312 -71.08088944),23
42.28229848,-71.05780234,(42.28229848 -71.05780234),5
42.28229912,-71.06778024,(42.28229912 -71.06778024),6
42.28230071,-71.0862015,(42.28230071 -71.08620150),5
42.28231943,-71.09961428,(42.28231943 -71.09961428),6
42.28232091,-71.05166061,(42.28232091 -71.05166061),7
42.28232622,-71.14149645,(42.28232622 -71.14149645),4
42.28233369,-71.16130294,(42.28233369 -71.16130294),1
42.28235052,-71.15442068,(42.28235052 -71.15442068),1
42.28235232,-71.11485159,(42.28235232 -71.11485159),2
42.28235759,-71.1397801,(42.28235759 -71.13978010),5
42.28235794,-71.09804018,(42.28235794 -71.09804018),14
42.28236436,-71.05025969,(42.28236436 -71.05025969),9
42.28236818,-71.08972869,(42.28236818 -71.08972869),92
42.28237917,-71.1481319,(42.28237917 -71.14813190),5
42.282381,-71.07612455,(42.28238100 -71.07612455),25
42.28238927,-71.09194475,(42.28238927 -71.09194475),26
42.28239132,-71.12978995,(42.28239132 -71.12978995),2
42.28240525,-71.08822727,(42.28240525 -71.08822727),20
42.28240903,-71.05738428,(42.28240903 -71.05738428),10
42.28241807,-71.06022237,(42.28241807 -71.06022237),7
42.28241923,-71.11495905,(42.28241923 -71.11495905),4
42.28242014,-71.0495823,(42.28242014 -71.04958230),5
42.28243007,-71.13700102,(42.28243007 -71.13700102),4
42.282431,-71.13375322,(42.28243100 -71.13375322),29
42.2824407,-71.05858106,(42.28244070 -71.05858106),1
42.28244089,-71.16366312,(42.28244089 -71.16366312),19
42.28244506,-71.12773813,(42.28244506 -71.12773813),5
42.28245007,-71.08367859,(42.28245007 -71.08367859),3
42.28245514,-71.09448768,(42.28245514 -71.09448768),118
42.2824562,-71.0858369,(42.28245620 -71.08583690),13
42.28246051,-71.09836315,(42.28246051 -71.09836315),1
42.28246617,-71.08018581,(42.28246617 -71.08018581),5
42.28246731,-71.16652763,(42.28246731 -71.16652763),10
42.28246806,-71.09946323,(42.28246806 -71.09946323),1
42.28247873,-71.13239127,(42.28247873 -71.13239127),21
42.28248068,-71.06981187,(42.28248068 -71.06981187),176
42.28250165,-71.0636383,(42.28250165 -71.06363830),27
42.2825069,-71.09891212,(42.28250690 -71.09891212),5
42.28251146,-71.06706911,(42.28251146 -71.06706911),1
42.28251203,-71.0569629,(42.28251203 -71.05696290),9
42.28251404,-71.15747905,(42.28251404 -71.15747905),28
42.28252537,-71.07977256,(42.28252537 -71.07977256),42
42.28252782,-71.06103403,(42.28252782 -71.06103403),12
42.2825304,-71.15526193,(42.28253040 -71.15526193),5
42.28253777,-71.07134045,(42.28253777 -71.07134045),5
42.28254814,-71.07616643,(42.28254814 -71.07616643),4
42.28255192,-71.05675236,(42.28255192 -71.05675236),1
42.28256566,-71.09665634,(42.28256566 -71.09665634),1
42.28256748,-71.1229283,(42.28256748 -71.12292830),2
42.2825682,-71.05636435,(42.28256820 -71.05636435),10
42.28257248,-71.13834083,(42.28257248 -71.13834083),2
42.28257717,-71.16997918,(42.28257717 -71.16997918),7
42.28257902,-71.09655324,(42.28257902 -71.09655324),2
42.28258779,-71.05595395,(42.28258779 -71.05595395),15
42.28259367,-71.05572018,(42.28259367 -71.05572018),5
42.28259826,-71.05956191,(42.28259826 -71.05956191),16
42.28260196,-71.08546505,(42.28260196 -71.08546505),7
42.28261082,-71.09079757,(42.28261082 -71.09079757),25
42.282612,-71.056469,(42.28261200 -71.05646900),2
42.28261956,-71.15960672,(42.28261956 -71.15960672),2
42.28262406,-71.05532964,(42.28262406 -71.05532964),71
42.28264842,-71.07887885,(42.28264842 -71.07887885),21
42.28264843,-71.06032322,(42.28264843 -71.06032322),1
42.2826485,-71.1653356,(42.28264850 -71.16533560),9
42.28264955,-71.08534279,(42.28264955 -71.08534279),10
42.28265095,-71.06516011,(42.28265095 -71.06516011),12
42.28265096,-71.06187054,(42.28265096 -71.06187054),1
42.28265288,-71.05629583,(42.28265288 -71.05629583),13
42.28265445,-71.05493909,(42.28265445 -71.05493909),2
42.28265604,-71.07374541,(42.28265604 -71.07374541),128
42.28266003,-71.14387576,(42.28266003 -71.14387576),3
42.28266579,-71.16873265,(42.28266579 -71.16873265),3
42.28267349,-71.09580237,(42.28267349 -71.09580237),1
42.28267661,-71.08283064,(42.28267661 -71.08283064),52
42.28268,-71.05577,(42.28268000 -71.05577000),5
42.28268667,-71.1402836,(42.28268667 -71.14028360),1
42.2826914,-71.06034683,(42.28269140 -71.06034683),1
42.28269946,-71.11886352,(42.28269946 -71.11886352),70
42.28270515,-71.05453704,(42.28270515 -71.05453704),13
42.28271034,-71.13027249,(42.28271034 -71.13027249),2
42.28271702,-71.11896225,(42.28271702 -71.11896225),59
42.28271779,-71.12376104,(42.28271779 -71.12376104),15
42.28272786,-71.07619199,(42.28272786 -71.07619199),20
42.28272973,-71.08038688,(42.28272973 -71.08038688),4
42.28273437,-71.06037044,(42.28273437 -71.06037044),1
42.28273545,-71.05496519,(42.28273545 -71.05496519),30
42.28273818,-71.07840601,(42.28273818 -71.07840601),2
42.28275134,-71.14216426,(42.28275134 -71.14216426),7
42.28275293,-71.11549377,(42.28275293 -71.11549377),7
42.28275802,-71.13209062,(42.28275802 -71.13209062),2
42.28277509,-71.08877688,(42.28277509 -71.08877688),25
42.28277621,-71.05414046,(42.28277621 -71.05414046),4
42.28277812,-71.09806504,(42.28277812 -71.09806504),16
42.28277895,-71.07135525,(42.28277895 -71.07135525),31
42.28278279,-71.1275831,(42.28278279 -71.12758310),4
42.28279241,-71.12893799,(42.28279241 -71.12893799),16
42.28279696,-71.06605881,(42.28279696 -71.06605881),36
42.28281074,-71.09722321,(42.28281074 -71.09722321),67
42.28281409,-71.13931958,(42.28281409 -71.13931958),4
42.28282878,-71.0918249,(42.28282878 -71.09182490),85
42.28283036,-71.14050071,(42.28283036 -71.14050071),1
42.28285553,-71.07782622,(42.28285553 -71.07782622),13
42.28286549,-71.14420933,(42.28286549 -71.14420933),1
42.28287576,-71.15729128,(42.28287576 -71.15729128),1
42.28287754,-71.08474489,(42.28287754 -71.08474489),53
42.28287952,-71.11697269,(42.28287952 -71.11697269),9
42.28288889,-71.05604682,(42.28288889 -71.05604682),12
42.28289436,-71.08096745,(42.28289436 -71.08096745),8
42.28290714,-71.07622293,(42.28290714 -71.07622293),1
42.2829127,-71.0534265,(42.28291270 -71.05342650),1
42.28292473,-71.15554143,(42.28292473 -71.15554143),1
42.28292931,-71.0683576,(42.28292931 -71.06835760),3
42.28292959,-71.13061443,(42.28292959 -71.13061443),1
42.28293351,-71.05586296,(42.28293351 -71.05586296),8
42.28293708,-71.04846179,(42.28293708 -71.04846179),3
42.28294414,-71.16103004,(42.28294414 -71.16103004),6
42.28295084,-71.16286564,(42.28295084 -71.16286564),22
42.28295116,-71.09377542,(42.28295116 -71.09377542),53
42.2829523,-71.0854589,(42.28295230 -71.08545890),5
42.28295732,-71.0836145,(42.28295732 -71.08361450),13
42.28296298,-71.12398961,(42.28296298 -71.12398961),1
42.28297379,-71.08194011,(42.28297379 -71.08194011),117
42.28297458,-71.07724705,(42.28297458 -71.07724705),3
42.28297658,-71.05309219,(42.28297658 -71.05309219),1
42.28298509,-71.05779662,(42.28298509 -71.05779662),3
42.28298535,-71.1263188,(42.28298535 -71.12631880),5
42.28298931,-71.05347861,(42.28298931 -71.05347861),18
42.282991,-71.08902,(42.28299100 -71.08902000),1
42.28299886,-71.08897037,(42.28299886 -71.08897037),5
42.28300041,-71.13251914,(42.28300041 -71.13251914),16
42.28300178,-71.07966487,(42.28300178 -71.07966487),19
42.283011,-71.088901,(42.28301100 -71.08890100),6
42.28301731,-71.15215148,(42.28301731 -71.15215148),5
42.28301828,-71.15345886,(42.28301828 -71.15345886),4
42.28301952,-71.07138014,(42.28301952 -71.07138014),10
42.28302721,-71.09197317,(42.28302721 -71.09197317),14
42.28302729,-71.12688053,(42.28302729 -71.12688053),3
42.28303517,-71.07624678,(42.28303517 -71.07624678),2
42.28304828,-71.06504811,(42.28304828 -71.06504811),9
42.28305078,-71.06051398,(42.28305078 -71.06051398),9
42.28306037,-71.07138829,(42.28306037 -71.07138829),9
42.28307236,-71.07676008,(42.28307236 -71.07676008),1
42.28308388,-71.14454716,(42.28308388 -71.14454716),2
42.28308486,-71.13560093,(42.28308486 -71.13560093),3
42.28308662,-71.1160285,(42.28308662 -71.11602850),2
42.28309189,-71.131732,(42.28309189 -71.13173200),52
42.28309574,-71.09776693,(42.28309574 -71.09776693),3
42.28309887,-71.05239181,(42.28309887 -71.05239181),4
42.28309995,-71.13500454,(42.28309995 -71.13500454),2
42.28310122,-71.07139645,(42.28310122 -71.07139645),4
42.28311294,-71.14392166,(42.28311294 -71.14392166),2
42.28312525,-71.05892068,(42.28312525 -71.05892068),6
42.28312575,-71.08651181,(42.28312575 -71.08651181),35
42.28312632,-71.04909384,(42.28312632 -71.04909384),1
42.28312886,-71.14275157,(42.28312886 -71.14275157),2
42.28313103,-71.090284,(42.28313103 -71.09028400),2
42.2831323,-71.0872187,(42.28313230 -71.08721870),28
42.28314378,-71.06766456,(42.28314378 -71.06766456),44
42.2831461,-71.16935953,(42.28314610 -71.16935953),4
42.28314714,-71.11374152,(42.28314714 -71.11374152),167
42.28314733,-71.05262728,(42.28314733 -71.05262728),2
42.28315423,-71.08067183,(42.28315423 -71.08067183),14
42.28316321,-71.07627064,(42.28316321 -71.07627064),7
42.28316858,-71.12973386,(42.28316858 -71.12973386),8
42.28317041,-71.13740328,(42.28317041 -71.13740328),22
42.28317145,-71.0613635,(42.28317145 -71.06136350),3
42.283176,-71.052472,(42.28317600 -71.05247200),1
42.28318919,-71.14848,(42.28318919 -71.14848000),3
42.2831924,-71.11154656,(42.28319240 -71.11154656),11
42.28319371,-71.04946356,(42.28319371 -71.04946356),1
42.2831946,-71.14105104,(42.28319460 -71.14105104),3
42.28319586,-71.0515544,(42.28319586 -71.05155440),4
42.28319752,-71.08393137,(42.28319752 -71.08393137),1
42.28319809,-71.09098657,(42.28319809 -71.09098657),35
42.28320411,-71.15528977,(42.28320411 -71.15528977),1
42.28320429,-71.17027659,(42.28320429 -71.17027659),3
42.2832045,-71.052254,(42.28320450 -71.05225400),1
42.28321348,-71.05686699,(42.28321348 -71.05686699),1
42.28322141,-71.12658,(42.28322141 -71.12658000),3
42.28322183,-71.11624245,(42.28322183 -71.11624245),9
42.28322542,-71.04969412,(42.28322542 -71.04969412),1
42.28322762,-71.1138614,(42.28322762 -71.11386140),14
42.28323081,-71.05108361,(42.28323081 -71.05108361),1
42.28323156,-71.06415725,(42.28323156 -71.06415725),20
42.28323233,-71.08562884,(42.28323233 -71.08562884),9
42.28324269,-71.13424352,(42.28324269 -71.13424352),1
42.28324314,-71.1598131,(42.28324314 -71.15981310),1
42.28324926,-71.04984913,(42.28324926 -71.04984913),1
42.28324998,-71.15490148,(42.28324998 -71.15490148),1
42.28325274,-71.05072718,(42.28325274 -71.05072718),2
42.28326,-71.05177,(42.28326000 -71.05177000),1
42.28326048,-71.12740393,(42.28326048 -71.12740393),6
42.2832657,-71.09168904,(42.28326570 -71.09168904),22
42.28327279,-71.12143528,(42.28327279 -71.12143528),15
42.28328546,-71.15041164,(42.28328546 -71.15041164),1
42.28328742,-71.13116506,(42.28328742 -71.13116506),2
42.28328757,-71.15838633,(42.28328757 -71.15838633),20
42.28329074,-71.08916307,(42.28329074 -71.08916307),17
42.28329432,-71.14489383,(42.28329432 -71.14489383),1
42.28329462,-71.15712666,(42.28329462 -71.15712666),7
42.28329468,-71.08824065,(42.28329468 -71.08824065),91
42.28329517,-71.0514279,(42.28329517 -71.05142790),3
42.28331196,-71.13599585,(42.28331196 -71.13599585),2
42.28331601,-71.08075368,(42.28331601 -71.08075368),1
42.28331676,-71.08906431,(42.28331676 -71.08906431),23
42.28331796,-71.13276869,(42.28331796 -71.13276869),4
42.28332004,-71.16882185,(42.28332004 -71.16882185),2
42.28333092,-71.07144248,(42.28333092 -71.07144248),10
42.2833382,-71.06230407,(42.28333820 -71.06230407),4
42.28333898,-71.13531894,(42.28333898 -71.13531894),2
42.28334462,-71.14960984,(42.28334462 -71.14960984),3
42.28334499,-71.08534133,(42.28334499 -71.08534133),7
42.2833556,-71.06697003,(42.28335560 -71.06697003),3
42.2833592,-71.06859987,(42.28335920 -71.06859987),22
42.28336002,-71.08351229,(42.28336002 -71.08351229),3
42.28336039,-71.14363398,(42.28336039 -71.14363398),1
42.28336048,-71.12042417,(42.28336048 -71.12042417),25
42.283363,-71.05037781,(42.28336300 -71.05037781),24
42.28336385,-71.13339854,(42.28336385 -71.13339854),1
42.2833672,-71.06065752,(42.28336720 -71.06065752),1
42.28336878,-71.08038038,(42.28336878 -71.08038038),15
42.28338552,-71.05572696,(42.28338552 -71.05572696),25
42.28338795,-71.09639406,(42.28338795 -71.09639406),33
42.28339069,-71.07388628,(42.28339069 -71.07388628),125
42.28339948,-71.0469249,(42.28339948 -71.04692490),8
42.28340243,-71.0807974,(42.28340243 -71.08079740),5
42.2834045,-71.07010617,(42.28340450 -71.07010617),126
42.28340547,-71.10118272,(42.28340547 -71.10118272),13
42.28341302,-71.09857926,(42.28341302 -71.09857926),30
42.28341513,-71.14138425,(42.28341513 -71.14138425),2
42.28342598,-71.13137374,(42.28342598 -71.13137374),30
42.28342716,-71.12422635,(42.28342716 -71.12422635),133
42.28342743,-71.12219573,(42.28342743 -71.12219573),6
42.28343547,-71.05988144,(42.28343547 -71.05988144),17
42.28344144,-71.08331661,(42.28344144 -71.08331661),16
42.28344599,-71.15611605,(42.28344599 -71.15611605),11
42.28344672,-71.09535085,(42.28344672 -71.09535085),7
42.28345871,-71.08505455,(42.28345871 -71.08505455),3
42.28346057,-71.13708566,(42.28346057 -71.13708566),1
42.28347311,-71.14031974,(42.28347311 -71.14031974),5
42.28347932,-71.13549328,(42.28347932 -71.13549328),11
42.28347978,-71.07645408,(42.28347978 -71.07645408),66
42.28349052,-71.0489268,(42.28349052 -71.04892680),1
42.28349153,-71.08991288,(42.28349153 -71.08991288),46
42.28349207,-71.16562856,(42.28349207 -71.16562856),2
42.28349369,-71.04831304,(42.28349369 -71.04831304),30
42.28350336,-71.059104,(42.28350336 -71.05910400),2
42.28350362,-71.12294918,(42.28350362 -71.12294918),8
42.28351036,-71.09181126,(42.28351036 -71.09181126),11
42.28353206,-71.05842191,(42.28353206 -71.05842191),19
42.28353324,-71.09735177,(42.28353324 -71.09735177),54
42.28353799,-71.06492001,(42.28353799 -71.06492001),15
42.28355111,-71.15081985,(42.28355111 -71.15081985),1
42.28355344,-71.05737106,(42.28355344 -71.05737106),2
42.28356045,-71.05700338,(42.28356045 -71.05700338),1
42.28356052,-71.07148942,(42.28356052 -71.07148942),10
42.28357335,-71.05633295,(42.28357335 -71.05633295),12
42.28357722,-71.0556627,(42.28357722 -71.05566270),10
42.28358229,-71.12614908,(42.28358229 -71.12614908),5
42.28358274,-71.06075274,(42.28358274 -71.06075274),1
42.28358745,-71.16143057,(42.28358745 -71.16143057),3
42.283591,-71.08470737,(42.28359100 -71.08470737),10
42.28360707,-71.0481901,(42.28360707 -71.04819010),1
42.28360922,-71.14334791,(42.28360922 -71.14334791),6
42.28361285,-71.15923252,(42.28361285 -71.15923252),2
42.28361933,-71.1388989,(42.28361933 -71.13889890),2
42.28362198,-71.08752972,(42.28362198 -71.08752972),2
42.2836283,-71.09349553,(42.28362830 -71.09349553),111
42.28363434,-71.0828132,(42.28363434 -71.08281320),15
42.28365903,-71.05510166,(42.28365903 -71.05510166),7
42.28365951,-71.13793125,(42.28365951 -71.13793125),3
42.28367191,-71.06270014,(42.28367191 -71.06270014),3
42.28367511,-71.05267191,(42.28367511 -71.05267191),6
42.2836753,-71.11820356,(42.28367530 -71.11820356),18
42.28368064,-71.13178208,(42.28368064 -71.13178208),9
42.28368807,-71.06587898,(42.28368807 -71.06587898),78
42.28370031,-71.04776143,(42.28370031 -71.04776143),20
42.28370938,-71.13034758,(42.28370938 -71.13034758),6
42.2837144,-71.15696623,(42.28371440 -71.15696623),1
42.28371546,-71.09510012,(42.28371546 -71.09510012),1
42.28371773,-71.07151966,(42.28371773 -71.07151966),15
42.28372833,-71.06250049,(42.28372833 -71.06250049),2
42.28374103,-71.08023786,(42.28374103 -71.08023786),1
42.28374569,-71.09153583,(42.28374569 -71.09153583),49
42.28374593,-71.08938232,(42.28374593 -71.08938232),31
42.2837492,-71.0545429,(42.28374920 -71.05454290),3
42.28375059,-71.15483635,(42.28375059 -71.15483635),3
42.28375111,-71.15369819,(42.28375111 -71.15369819),4
42.28377671,-71.15743548,(42.28377671 -71.15743548),1
42.28378019,-71.169547,(42.28378019 -71.16954700),1
42.28378485,-71.06720626,(42.28378485 -71.06720626),15
42.28378654,-71.0871581,(42.28378654 -71.08715810),100
42.28378842,-71.04704294,(42.28378842 -71.04704294),1
42.28378886,-71.07666377,(42.28378886 -71.07666377),11
42.28379141,-71.16809961,(42.28379141 -71.16809961),6
42.28379189,-71.06883256,(42.28379189 -71.06883256),3
42.28379791,-71.15894627,(42.28379791 -71.15894627),1
42.2838006,-71.04733551,(42.28380060 -71.04733551),1
42.28380231,-71.12836197,(42.28380231 -71.12836197),70
42.28380634,-71.05198465,(42.28380634 -71.05198465),3
42.28382208,-71.13566333,(42.28382208 -71.13566333),7
42.28383295,-71.0823137,(42.28383295 -71.08231370),4
42.28385767,-71.0895522,(42.28385767 -71.08955220),3
42.28385993,-71.08599096,(42.28385993 -71.08599096),66
42.28386009,-71.14577395,(42.28386009 -71.14577395),2
42.28386565,-71.13470784,(42.28386565 -71.13470784),11
42.28387495,-71.07154989,(42.28387495 -71.07154989),13
42.28387658,-71.08099354,(42.28387658 -71.08099354),57
42.28388595,-71.12448579,(42.28388595 -71.12448579),3
42.28388596,-71.05396319,(42.28388596 -71.05396319),8
42.28389154,-71.09545337,(42.28389154 -71.09545337),15
42.28389647,-71.09168024,(42.28389647 -71.09168024),39
42.28390244,-71.13086263,(42.28390244 -71.13086263),36
42.28393145,-71.11733126,(42.28393145 -71.11733126),46
42.28393967,-71.13218538,(42.28393967 -71.13218538),2
42.28394551,-71.06175983,(42.28394551 -71.06175983),23
42.28395083,-71.12333555,(42.28395083 -71.12333555),15
42.28395686,-71.0867912,(42.28395686 -71.08679120),2
42.28396082,-71.08397886,(42.28396082 -71.08397886),44
42.2839676,-71.16959199,(42.28396760 -71.16959199),1
42.2839719,-71.15689089,(42.28397190 -71.15689089),19
42.28397302,-71.16690592,(42.28397302 -71.16690592),6
42.28397317,-71.0467349,(42.28397317 -71.04673490),1
42.28397463,-71.05553564,(42.28397463 -71.05553564),65
42.28398153,-71.06093678,(42.28398153 -71.06093678),1
42.28398283,-71.06014345,(42.28398283 -71.06014345),6
42.28398616,-71.11567125,(42.28398616 -71.11567125),3
42.28399361,-71.13649617,(42.28399361 -71.13649617),5
42.28399453,-71.08524298,(42.28399453 -71.08524298),17
42.28400379,-71.06813904,(42.28400379 -71.06813904),24
42.28401689,-71.13334603,(42.28401689 -71.13334603),6
42.28401912,-71.14882434,(42.28401912 -71.14882434),4
42.2840277,-71.06479191,(42.28402770 -71.06479191),15
42.28402871,-71.12931714,(42.28402871 -71.12931714),13
42.28404396,-71.1428409,(42.28404396 -71.14284090),2
42.28404412,-71.15433083,(42.28404412 -71.15433083),2
42.28405588,-71.09045322,(42.28405588 -71.09045322),60
42.28405691,-71.05340019,(42.28405691 -71.05340019),1
42.28405737,-71.12686562,(42.28405737 -71.12686562),16
42.2840622,-71.08170839,(42.28406220 -71.08170839),36
42.28406985,-71.0882492,(42.28406985 -71.08824920),115
42.28408007,-71.14060032,(42.28408007 -71.14060032),4
42.28408078,-71.1626515,(42.28408078 -71.16265150),1
42.28409316,-71.16177092,(42.28409316 -71.16177092),1
42.28410553,-71.07687268,(42.28410553 -71.07687268),25
42.28410589,-71.04608937,(42.28410589 -71.04608937),171
42.284107,-71.16963653,(42.28410700 -71.16963653),4
42.28410889,-71.05313344,(42.28410889 -71.05313344),4
42.28411205,-71.11488033,(42.28411205 -71.11488033),20
42.28411373,-71.07938717,(42.28411373 -71.07938717),97
42.28412046,-71.14806691,(42.28412046 -71.14806691),2
42.28413183,-71.15452598,(42.28413183 -71.15452598),2
42.28413536,-71.06957385,(42.28413536 -71.06957385),101
42.28414025,-71.09305138,(42.28414025 -71.09305138),170
42.28414189,-71.14485739,(42.28414189 -71.14485739),12
42.28414609,-71.06273409,(42.28414609 -71.06273409),3
42.2841584,-71.0894298,(42.28415840 -71.08942980),29
42.28416586,-71.06102131,(42.28416586 -71.06102131),1
42.28417233,-71.13253684,(42.28417233 -71.13253684),1
42.28417422,-71.05287182,(42.28417422 -71.05287182),1
42.2841911,-71.15180332,(42.28419110 -71.15180332),2
42.2841954,-71.07157967,(42.28419540 -71.07157967),78
42.28419598,-71.12476798,(42.28419598 -71.12476798),6
42.28419895,-71.05440749,(42.28419895 -71.05440749),21
42.28420467,-71.12541323,(42.28420467 -71.12541323),6
42.28420547,-71.12152902,(42.28420547 -71.12152902),8
42.28421355,-71.06744436,(42.28421355 -71.06744436),3
42.28423157,-71.13943635,(42.28423157 -71.13943635),3
42.28423847,-71.08239163,(42.28423847 -71.08239163),1
42.28424005,-71.08700389,(42.28424005 -71.08700389),16
42.28424514,-71.08452739,(42.28424514 -71.08452739),64
42.28425296,-71.09145947,(42.28425296 -71.09145947),1
42.28426345,-71.05253556,(42.28426345 -71.05253556),7
42.28427258,-71.16972205,(42.28427258 -71.16972205),2
42.28427374,-71.08109194,(42.28427374 -71.08109194),26
42.28427712,-71.08372109,(42.28427712 -71.08372109),5
42.28428259,-71.09154921,(42.28428259 -71.09154921),34
42.28429433,-71.09549111,(42.28429433 -71.09549111),11
42.28429865,-71.09154342,(42.28429865 -71.09154342),1
42.28430544,-71.06108806,(42.28430544 -71.06108806),2
42.28431305,-71.15490147,(42.28431305 -71.15490147),6
42.28431486,-71.07410838,(42.28431486 -71.07410838),178
42.28431508,-71.1632524,(42.28431508 -71.16325240),3
42.28435502,-71.09768871,(42.28435502 -71.09768871),1
42.28436579,-71.14842794,(42.28436579 -71.14842794),2
42.28437204,-71.05540859,(42.28437204 -71.05540859),2
42.28438549,-71.13408602,(42.28438549 -71.13408602),1
42.2843982,-71.06468373,(42.28439820 -71.06468373),155
42.28440499,-71.1328883,(42.28440499 -71.13288830),4
42.28442096,-71.07708473,(42.28442096 -71.07708473),3
42.28443302,-71.04914956,(42.28443302 -71.04914956),9
42.28443353,-71.05188893,(42.28443353 -71.05188893),3
42.28443441,-71.14664399,(42.28443441 -71.14664399),1
42.28444423,-71.06115774,(42.28444423 -71.06115774),1
42.28444721,-71.15356668,(42.28444721 -71.15356668),3
42.28444839,-71.04837541,(42.28444839 -71.04837541),9
42.28445283,-71.16817934,(42.28445283 -71.16817934),2
42.28445336,-71.09149403,(42.28445336 -71.09149403),1
42.28445914,-71.08930739,(42.28445914 -71.08930739),4
42.28446188,-71.14118365,(42.28446188 -71.14118365),19
42.28446743,-71.11183089,(42.28446743 -71.11183089),210
42.28446906,-71.1251129,(42.28446906 -71.12511290),7
42.28448499,-71.05826201,(42.28448499 -71.05826201),13
42.28448997,-71.16892519,(42.28448997 -71.16892519),1
42.28449426,-71.15527697,(42.28449426 -71.15527697),2
42.28449644,-71.11888883,(42.28449644 -71.11888883),2
42.28450874,-71.08580588,(42.28450874 -71.08580588),7
42.28450941,-71.12390289,(42.28450941 -71.12390289),8
42.28451318,-71.09125682,(42.28451318 -71.09125682),41
42.28451396,-71.16090707,(42.28451396 -71.16090707),1
42.28451425,-71.0515785,(42.28451425 -71.05157850),1
42.28451426,-71.07153078,(42.28451426 -71.07153078),5
42.28451625,-71.11819357,(42.28451625 -71.11819357),1
42.28451756,-71.08723309,(42.28451756 -71.08723309),5
42.28453015,-71.13751176,(42.28453015 -71.13751176),15
42.28453292,-71.08540322,(42.28453292 -71.08540322),3
42.28453957,-71.08973718,(42.28453957 -71.08973718),12
42.28454124,-71.04657522,(42.28454124 -71.04657522),1
42.284543,-71.04531029,(42.28454300 -71.04531029),14
42.28454955,-71.11193929,(42.28454955 -71.11193929),5
42.28455435,-71.08620871,(42.28455435 -71.08620871),3
42.28456125,-71.0606877,(42.28456125 -71.06068770),4
42.28456177,-71.15674376,(42.28456177 -71.15674376),7
42.28456571,-71.11498671,(42.28456571 -71.11498671),4
42.28457983,-71.0808331,(42.28457983 -71.08083310),44
42.28458088,-71.03973966,(42.28458088 -71.03973966),57
42.28458493,-71.12236859,(42.28458493 -71.12236859),5
42.28458556,-71.16234174,(42.28458556 -71.16234174),1
42.28458864,-71.07714995,(42.28458864 -71.07714995),17
42.2846069,-71.13381542,(42.28460690 -71.13381542),1
42.28460931,-71.08504378,(42.28460931 -71.08504378),1
42.28461235,-71.09224215,(42.28461235 -71.09224215),16
42.28461302,-71.16954242,(42.28461302 -71.16954242),1
42.28461665,-71.13321656,(42.28461665 -71.13321656),8
42.28461999,-71.09016696,(42.28461999 -71.09016696),3
42.28462275,-71.05116556,(42.28462275 -71.05116556),11
42.28462735,-71.15987099,(42.28462735 -71.15987099),6
42.28463221,-71.14884372,(42.28463221 -71.14884372),2
42.28463743,-71.14427894,(42.28463743 -71.14427894),7
42.28463751,-71.05531422,(42.28463751 -71.05531422),4
42.28464548,-71.14213824,(42.28464548 -71.14213824),5
42.28464725,-71.09473285,(42.28464725 -71.09473285),62
42.28464933,-71.04754537,(42.28464933 -71.04754537),17
42.28465333,-71.1469959,(42.28465333 -71.14699590),1
42.28465991,-71.07839997,(42.28465991 -71.07839997),121
42.28466568,-71.06602188,(42.28466568 -71.06602188),66
42.28467377,-71.15498523,(42.28467377 -71.15498523),5
42.2846823,-71.15096121,(42.28468230 -71.15096121),3
42.2846827,-71.14636712,(42.28468270 -71.14636712),3
42.28469164,-71.09621548,(42.28469164 -71.09621548),62
42.28469218,-71.14804192,(42.28469218 -71.14804192),3
42.28471119,-71.09065554,(42.28471119 -71.09065554),11
42.2847139,-71.11544031,(42.28471390 -71.11544031),6
42.28471678,-71.12998991,(42.28471678 -71.12998991),22
42.28472672,-71.08921973,(42.28472672 -71.08921973),18
42.28472838,-71.11850234,(42.28472838 -71.11850234),3
42.28472953,-71.08627599,(42.28472953 -71.08627599),2
42.28472959,-71.16373792,(42.28472959 -71.16373792),7
42.28473003,-71.1359704,(42.28473003 -71.13597040),1
42.28474173,-71.04487421,(42.28474173 -71.04487421),2
42.28474254,-71.12953347,(42.28474254 -71.12953347),27
42.28474297,-71.05997529,(42.28474297 -71.05997529),2
42.28474784,-71.04460309,(42.28474784 -71.04460309),2
42.2847479,-71.11714787,(42.28474790 -71.11714787),5
42.2847555,-71.08472823,(42.28475550 -71.08472823),1
42.28475704,-71.10961809,(42.28475704 -71.10961809),3
42.28476869,-71.06457556,(42.28476869 -71.06457556),15
42.28477047,-71.0942912,(42.28477047 -71.09429120),6
42.28477931,-71.06223825,(42.28477931 -71.06223825),29
42.28478204,-71.11786964,(42.28478204 -71.11786964),11
42.28478258,-71.12280846,(42.28478258 -71.12280846),2
42.28478994,-71.05708875,(42.28478994 -71.05708875),1
42.28479779,-71.15587797,(42.28479779 -71.15587797),12
