,lat,long,location,count,postal_code
0,42.2324133,-71.12971531,(42.23241330 -71.12971531),10,02136
1,42.23265556,-71.13069992,(42.23265556 -71.13069992),3,02136
2,42.23287025,-71.13004959,(42.23287025 -71.13004959),5,02136
3,42.23290729,-71.13167059,(42.23290729 -71.13167059),3,02136
4,42.2330858,-71.12815697,(42.23308580 -71.12815697),15,02136
5,42.23312147,-71.13102697,(42.23312147 -71.13102697),2,02136
6,42.23315741,-71.13265354,(42.23315741 -71.13265354),10,02136
7,42.23334151,-71.13368781,(42.23334151 -71.13368781),5,02136
8,42.23337226,-71.13200359,(42.23337226 -71.13200359),7,02136
9,42.23346994,-71.13862962,(42.23346994 -71.13862962),1,02136
10,42.23357448,-71.12917748,(42.23357448 -71.12917748),4,02136
11,42.23358147,-71.13453781,(42.23358147 -71.13453781),1,02136
12,42.23362594,-71.13299328,(42.23362594 -71.13299328),1,02136
13,42.23371303,-71.13129839,(42.23371303 -71.13129839),7,02136
14,42.23375394,-71.13349324,(42.23375394 -71.13349324),1,02136
15,42.23382322,-71.13015658,(42.23382322 -71.13015658),8,02136
16,42.23386405,-71.13392333,(42.23386405 -71.13392333),1,02136
17,42.23396095,-71.13228408,(42.23396095 -71.13228408),3,02136
18,42.23405146,-71.13882916,(42.23405146 -71.13882916),23,02136
19,42.23421715,-71.13327736,(42.23421715 -71.13327736),6,02136
20,42.23429066,-71.12834199,(42.23429066 -71.12834199),2,02136
21,42.23430215,-71.13158084,(42.23430215 -71.13158084),2,02136
22,42.23452842,-71.12928352,(42.23452842 -71.12928352),2,02136
23,42.234543200000005,-71.13091490000001,(42.23454320 -71.13091490),2,02136
24,42.23455259,-71.13256874,(42.23455259 -71.13256874),2,02136
25,42.23477776,-71.13025716,(42.23477776 -71.13025716),5,02136
26,42.23480079,-71.13396522,(42.23480079 -71.13396522),7,02136
27,42.23483513,-71.12773597,(42.23483513 -71.12773597),7,02136
28,42.23490232,-71.13791008,(42.23490232 -71.13791008),20,02136
29,42.23496335,-71.12962264,(42.23496335 -71.12962264),1,02136
30,42.23504691,-71.13289238,(42.23504691 -71.13289238),11,02136
31,42.23519372,-71.12799499,(42.23519372 -71.12799499),2,02136
32,42.23520062,-71.12916993,(42.23520062 -71.12916993),1,02136
33,42.23541409,-71.13272569,(42.23541409 -71.13272569),1,02136
34,42.23546565,-71.13728527,(42.23546565 -71.13728527),1,02136
35,42.23550153,-71.12551848,(42.23550153 -71.12551848),1,02136
36,42.23552076,-71.13315135,(42.23552076 -71.13315135),2,02136
37,42.23567221,-71.12597459,(42.23567221 -71.12597459),3,02136
38,42.23575345,-71.12558202,(42.23575345 -71.12558202),1,02136
39,42.2357641,-71.12623564,(42.23576410 -71.12623564),3,02136
40,42.23578713,-71.13034026,(42.23578713 -71.13034026),27,02136
41,42.23582689,-71.13686223,(42.23582689 -71.13686223),11,02136
42,42.23583053,-71.12921886,(42.23583053 -71.12921886),5,02136
43,42.23591132,-71.12710162,(42.23591132 -71.12710162),4,02136
44,42.23603929,-71.12718154,(42.23603929 -71.12718154),35,02136
45,42.23604809,-71.131313,(42.23604809 -71.13131300),21,02136
46,42.23617932,-71.12812972,(42.23617932 -71.12812972),5,02136
47,42.23628029,-71.12859233,(42.23628029 -71.12859233),2,02136
48,42.23631051,-71.13231083,(42.23631051 -71.13231083),45,02136
49,42.23638294,-71.12895989,(42.23638294 -71.12895989),2,02136
50,42.23640083,-71.13625139,(42.23640083 -71.13625139),5,02136
51,42.23649723,-71.12935123,(42.23649723 -71.12935123),10,02136
52,42.23651386,-71.12503429,(42.23651386 -71.12503429),3,02136
53,42.23651388,-71.13317161,(42.23651388 -71.13317161),38,02136
54,42.23661152,-71.12974258,(42.23661152 -71.12974258),1,02136
55,42.23666732,-71.12993363,(42.23666732 -71.12993363),3,02136
56,42.23674093,-71.13019536,(42.23674093 -71.13019536),6,02136
57,42.236864700000005,-71.12859139,(42.23686470 -71.12859139),17,02136
58,42.2370095,-71.12956606,(42.23700950 -71.12956606),1,02136
59,42.23707712,-71.13141342,(42.23707712 -71.13141342),19,02136
60,42.2372097,-71.13190786,(42.23720970 -71.13190786),10,02136
61,42.23727444,-71.12624263,(42.23727444 -71.12624263),46,02136
62,42.23730137,-71.13232346,(42.23730137 -71.13232346),29,02136
63,42.23739303,-71.13273907,(42.23739303 -71.13273907),7,02136
64,42.23755192,-71.13034635,(42.23755192 -71.13034635),8,02136
65,42.237657899999995,-71.13829126,(42.23765790 -71.13829126),14,02136
66,42.23771856,-71.13231767,(42.23771856 -71.13231767),8,02136
67,42.23796336,-71.13154728,(42.23796336 -71.13154728),11,02136
68,42.23797683,-71.13000944,(42.23797683 -71.13000944),12,02136
69,42.23798912,-71.13535351,(42.23798912 -71.13535351),2,02136
70,42.23812523,-71.13528115,(42.23812523 -71.13528115),8,02136
71,42.23821291,-71.1356714,(42.23821291 -71.13567140),3,02136
72,42.23842358,-71.13512185,(42.23842358 -71.13512185),3,02136
73,42.23850959,-71.13277923,(42.23850959 -71.13277923),33,02136
74,42.23856857,-71.13576271,(42.23856857 -71.13576271),1,02136
75,42.23861212,-71.13691336,(42.23861212 -71.13691336),8,02136
76,42.23868787,-71.13487885,(42.23868787 -71.13487885),2,02136
77,42.23880605,-71.13536644,(42.23880605 -71.13536644),1,02136
78,42.23881016,-71.13450429,(42.23881016 -71.13450429),1,02136
79,42.23892422,-71.13585403,(42.23892422 -71.13585403),2,02136
80,42.2391354,-71.13397939,(42.23913540 -71.13397939),1,02110
81,42.23915557,-71.13855577,(42.23915557 -71.13855577),3,02136
82,42.23924089,-71.13210757,(42.23924089 -71.13210757),23,02136
83,42.23935616,-71.13258084,(42.23935616 -71.13258084),2,02136
84,42.23949178,-71.13595442,(42.23949178 -71.13595442),10,02136
85,42.23951493,-71.13964409,(42.23951493 -71.13964409),4,02136
86,42.23967781,-71.13379687,(42.23967781 -71.13379687),5,02136
87,42.23982523,-71.1405853,(42.23982523 -71.14058530),3,02136
88,42.23997571,-71.13895907,(42.23997571 -71.13895907),2,02136
89,42.24003544,-71.12539334,(42.24003544 -71.12539334),3,02136
90,42.24004186,-71.13753264,(42.24004186 -71.13753264),1,02136
91,42.24004714,-71.14126069,(42.24004714 -71.14126069),6,02136
92,42.24005118,-71.13578825,(42.24005118 -71.13578825),1,02136
93,42.24018427,-71.1416771,(42.24018427 -71.14167710),1,02136
94,42.24022026,-71.13656386,(42.24022026 -71.13656386),5,02136
95,42.24025009,-71.13566985,(42.24025009 -71.13566985),3,02136
96,42.24038127,-71.13734248,(42.24038127 -71.13734248),1,02136
97,42.24042076,-71.12465619,(42.24042076 -71.12465619),2,02136
98,42.24042362,-71.1374276,(42.24042362 -71.13742760),1,02136
99,42.24049963,-71.14262002,(42.24049963 -71.14262002),4,02136
100,42.24052845,-71.13550853,(42.24052845 -71.13550853),4,02136
101,42.24060494,-71.14142437,(42.24060494 -71.14142437),3,02136
102,42.24061642,-71.12428100000001,(42.24061642 -71.12428100),1,02136
103,42.24071718,-71.13935624,(42.24071718 -71.13935624),20,02136
104,42.24076725,-71.13733733,(42.24076725 -71.13733733),1,02136
105,42.24077373,-71.1343255,(42.24077373 -71.13432550),13,02136
106,42.24077498,-71.13536804,(42.24077498 -71.13536804),35,02136
107,42.24079993,-71.13633684,(42.24079993 -71.13633684),7,02136
108,42.24091486,-71.12370073,(42.24091486 -71.12370073),2,02136
109,42.2410215,-71.13522755,(42.24102150 -71.13522755),3,02136
110,42.24102722,-71.14117655,(42.24102722 -71.14117655),2,02136
111,42.24106881,-71.13716659,(42.24106881 -71.13716659),1,02136
112,42.24111883,-71.14338278,(42.24111883 -71.14338278),7,02136
113,42.24119133,-71.12260677,(42.24119133 -71.12260677),1,02136
114,42.24124926,-71.12629908,(42.24124926 -71.12629908),120,02136
115,42.24126254,-71.12611583,(42.24126254 -71.12611583),8,02136
116,42.24130499,-71.13603859,(42.24130499 -71.13603859),13,02136
117,42.24132043,-71.13701987,(42.24132043 -71.13701987),1,02136
118,42.24133823,-71.13894909,(42.24133823 -71.13894909),22,02136
119,42.24134226,-71.14213265,(42.24134226 -71.14213265),9,02136
120,42.24144673,-71.13497363,(42.24144673 -71.13497363),16,02136
121,42.24148305,-71.13327213,(42.24148305 -71.13327213),2,02136
122,42.24159056,-71.14077174,(42.24159056 -71.14077174),1,02136
123,42.24159827,-71.12524470000001,(42.24159827 -71.12524470),18,02136
124,42.24160863,-71.124429,(42.24160863 -71.12442900),6,02136
125,42.24171455,-71.13413382,(42.24171455 -71.13413382),10,02136
126,42.24182699,-71.13855899,(42.24182699 -71.13855899),1,02136
127,42.24186532,-71.13277504,(42.24186532 -71.13277504),16,02136
128,42.24187195,-71.1347197,(42.24187195 -71.13471970),1,02136
129,42.24188569,-71.14159661,(42.24188569 -71.14159661),4,02136
130,42.24190227,-71.14312001,(42.24190227 -71.14312001),2,02136
131,42.24190528,-71.13787861,(42.24190528 -71.13787861),3,02136
132,42.24191141,-71.12381989,(42.24191141 -71.12381989),14,02136
133,42.24200994,-71.13464458,(42.24200994 -71.13464458),1,02136
134,42.24206491,-71.14042527,(42.24206491 -71.14042527),2,02136
135,42.24207018,-71.13839204,(42.24207018 -71.13839204),2,02136
136,42.24214414,-71.1431772,(42.24214414 -71.14317720),3,02136
137,42.2422,-71.14275143,(42.24220000 -71.14275143),2,02136
138,42.24220286,-71.13880676,(42.24220286 -71.13880676),4,02136
139,42.24229095,-71.13705184,(42.24229095 -71.13705184),4,02136
140,42.24230487,-71.13820009,(42.24230487 -71.13820009),1,02136
141,42.24232146,-71.13255295,(42.24232146 -71.13255295),1,02136
142,42.24234856,-71.13445145,(42.24234856 -71.13445145),2,02136
143,42.24235156,-71.12079258,(42.24235156 -71.12079258),44,02136
144,42.24240296,-71.14120448,(42.24240296 -71.14120448),8,02136
145,42.24249483,-71.13565392,(42.24249483 -71.13565392),11,02136
146,42.24249788,-71.12326854,(42.24249788 -71.12326854),52,02136
147,42.24254061,-71.14008220000001,(42.24254061 -71.14008220),1,02136
148,42.24258678,-71.1432907,(42.24258678 -71.14329070),1,02136
149,42.24258901,-71.13375508,(42.24258901 -71.13375508),11,02136
150,42.24260011,-71.13035022,(42.24260011 -71.13035022),106,02136
151,42.24261098,-71.13818408,(42.24261098 -71.13818408),20,02136
152,42.2426379,-71.13312062,(42.24263790 -71.13312062),2,02136
153,42.24268434,-71.12623349,(42.24268434 -71.12623349),3,02136
154,42.24268556,-71.13476616,(42.24268556 -71.13476616),7,02136
155,42.24273006,-71.13235742,(42.24273006 -71.13235742),1,02136
156,42.24277354,-71.12582786,(42.24277354 -71.12582786),1,02136
157,42.24283958,-71.13775752,(42.24283958 -71.13775752),12,02136
158,42.24285984,-71.12489906,(42.24285984 -71.12489906),3,02136
159,42.24288459,-71.12255206,(42.24288459 -71.12255206),24,02136
160,42.24289757,-71.14014363,(42.24289757 -71.14014363),1,02136
161,42.24293234,-71.14374052,(42.24293234 -71.14374052),5,02136
162,42.24296864,-71.12547818,(42.24296864 -71.12547818),2,02136
163,42.24299094,-71.13712354,(42.24299094 -71.13712354),2,02136
164,42.24302939,-71.14340449,(42.24302939 -71.14340449),5,02136
165,42.24304206,-71.14334024,(42.24304206 -71.14334024),1,02136
166,42.24305474,-71.14327599,(42.24305474 -71.14327599),2,02136
167,42.24309004,-71.12525818,(42.24309004 -71.12525818),2,02136
168,42.24312269,-71.12060719,(42.24312269 -71.12060719),4,02136
169,42.24313318,-71.13838805,(42.24313318 -71.13838805),4,02136
170,42.24316302,-71.14175229,(42.24316302 -71.14175229),43,02136
171,42.24316898,-71.13409893,(42.24316898 -71.13409893),52,02136
172,42.24325248,-71.14022542,(42.24325248 -71.14022542),3,02136
173,42.24326802,-71.13767524,(42.24326802 -71.13767524),3,02136
174,42.24337799,-71.13306179,(42.24337799 -71.13306179),14,02136
175,42.24341777,-71.13780891,(42.24341777 -71.13780891),1,02136
176,42.24353174,-71.1392187,(42.24353174 -71.13921870),49,02136
177,42.24358793,-71.12436818,(42.24358793 -71.12436818),3,02136
178,42.24361883,-71.11989255,(42.24361883 -71.11989255),115,02136
179,42.24367545,-71.12265766,(42.24367545 -71.12265766),2,02136
180,42.24369812,-71.13805914,(42.24369812 -71.13805914),5,02136
181,42.24370859,-71.13721867,(42.24370859 -71.13721867),4,02136
182,42.24378744,-71.12401291,(42.24378744 -71.12401291),5,02136
183,42.24380669,-71.14374305,(42.24380669 -71.14374305),13,02136
184,42.24383959,-71.12160124,(42.24383959 -71.12160124),68,02136
185,42.24384188,-71.13385326,(42.24384188 -71.13385326),5,02136
186,42.24397847,-71.13830937,(42.24397847 -71.13830937),6,02136
187,42.24398694,-71.12365763,(42.24398694 -71.12365763),2,02136
188,42.24399503,-71.11903945,(42.24399503 -71.11903945),1,02136
189,42.24410679,-71.11786345,(42.24410679 -71.11786345),63,02136
190,42.24411073,-71.12343785,(42.24411073 -71.12343785),5,02136
191,42.24420229,-71.13621619,(42.24420229 -71.13621619),4,02136
192,42.24422964,-71.13251945,(42.24422964 -71.13251945),42,02136
193,42.24429944,-71.13368676,(42.24429944 -71.13368676),2,02136
194,42.244406700000006,-71.12621017,(42.24440670 -71.12621017),7,02136
195,42.244407200000005,-71.13501786,(42.24440720 -71.13501786),1,02136
196,42.24440779,-71.1229151,(42.24440779 -71.12291510),2,02136
197,42.24442833,-71.11669183,(42.24442833 -71.11669183),7,02186
198,42.24448261,-71.1189921,(42.24448261 -71.11899210),80,02136
199,42.2445177,-71.13722687,(42.24451770 -71.13722687),15,02136
200,42.244539399999994,-71.1226753,(42.24453940 -71.12267530),4,02136
201,42.24467102,-71.12243549,(42.24467102 -71.12243549),1,02136
202,42.24475716,-71.11703395,(42.24475716 -71.11703395),4,02136
203,42.24477982,-71.12224418,(42.24477982 -71.12224418),2,02136
204,42.24487982,-71.1207012,(42.24487982 -71.12070120),18,02136
205,42.2449024,-71.11937562,(42.24490240 -71.11937562),1,02136
206,42.24492694,-71.11720734,(42.24492694 -71.11720734),3,02136
207,42.24494731,-71.11622478,(42.24494731 -71.11622478),5,02136
208,42.24495029,-71.13344844,(42.24495029 -71.13344844),7,02136
209,42.24503321,-71.12354978,(42.24503321 -71.12354978),11,02136
210,42.24504352,-71.12474587,(42.24504352 -71.12474587),12,02136
211,42.24512703,-71.12162597,(42.24512703 -71.12162597),20,02136
212,42.24513854,-71.13631443,(42.24513854 -71.13631443),2,02136
213,42.24525124,-71.13465321,(42.24525124 -71.13465321),26,02136
214,42.24532353,-71.13309458,(42.24532353 -71.13309458),2,02136
215,42.24536558,-71.12119921,(42.24536558 -71.12119921),2,02136
216,42.24537314,-71.11985995,(42.24537314 -71.11985995),19,02136
217,42.24537376,-71.13329132,(42.24537376 -71.13329132),2,02136
218,42.24550885,-71.11889368,(42.24550885 -71.11889368),8,02136
219,42.24551633,-71.12268984,(42.24551633 -71.12268984),11,02136
220,42.24555434,-71.11477723,(42.24555434 -71.11477723),4,02136
221,42.24560506,-71.12077082,(42.24560506 -71.12077082),5,02136
222,42.24563351,-71.13329369,(42.24563351 -71.13329369),13,02136
223,42.24575909,-71.13633972,(42.24575909 -71.13633972),2,02136
224,42.2457775,-71.118076,(42.24577750 -71.11807600),40,02136
225,42.2458378,-71.11495025,(42.24583780 -71.11495025),1,02136
226,42.24589301,-71.13838053,(42.24589301 -71.13838053),23,02136
227,42.24590028,-71.12375754,(42.24590028 -71.12375754),3,02136
228,42.24599545,-71.12184056,(42.24599545 -71.12184056),9,02136
229,42.24604121,-71.11999261,(42.24604121 -71.11999261),8,02136
230,42.24622994,-71.1144633,(42.24622994 -71.11446330),1,02136
231,42.2462374,-71.11964229,(42.24623740 -71.11964229),1,02136
232,42.24625203,-71.12479983,(42.24625203 -71.12479983),9,02136
233,42.24633401,-71.11662451,(42.24633401 -71.11662451),10,02136
234,42.24635332,-71.1136693,(42.24635332 -71.11366930),11,02136
235,42.24637931,-71.13627572,(42.24637931 -71.13627572),9,02136
236,42.24638286,-71.12290762,(42.24638286 -71.12290762),2,02136
237,42.24643272,-71.11929349,(42.24643272 -71.11929349),1,02136
238,42.24647351,-71.12098498,(42.24647351 -71.12098498),14,02136
239,42.24658759,-71.13640040000001,(42.24658759 -71.13640040),5,02136
240,42.24662501,-71.12248248,(42.24662501 -71.12248248),2,02136
241,42.24662805,-71.11894468,(42.24662805 -71.11894468),3,02136
242,42.24681052,-71.13749109,(42.24681052 -71.13749109),3,02136
243,42.24686098,-71.12406975,(42.24686098 -71.12406975),11,02136
244,42.24686405,-71.12205413,(42.24686405 -71.12205413),3,02136
245,42.24690525,-71.12828904,(42.24690525 -71.12828904),24,02136
246,42.24690741,-71.11238730000001,(42.24690741 -71.11238730),1,02136
247,42.246989,-71.11830009,(42.24698900 -71.11830009),5,02136
248,42.24704871,-71.11544426,(42.24704871 -71.11544426),18,02136
249,42.24706589,-71.11438412,(42.24706589 -71.11438412),2,02136
250,42.247103100000004,-71.12162577,(42.24710310 -71.12162577),2,02136
251,42.24712877,-71.12722925,(42.24712877 -71.12722925),4,02136
252,42.24722277,-71.12140414,(42.24722277 -71.12140414),3,02136
253,42.24724405,-71.13533992,(42.24724405 -71.13533992),2,02136
254,42.24725578,-71.11958581,(42.24725578 -71.11958581),18,02136
255,42.24732684,-71.12766286,(42.24732684 -71.12766286),1,02136
256,42.24734995,-71.11765549,(42.24734995 -71.11765549),2,02136
257,42.24742136,-71.12786177,(42.24742136 -71.12786177),2,02136
258,42.24743987,-71.12331799,(42.24743987 -71.12331799),10,02136
259,42.24746798,-71.11230426,(42.24746798 -71.11230426),2,02136
260,42.24747097,-71.12781172,(42.24747097 -71.12781172),1,02136
261,42.24763465,-71.12148432,(42.24763465 -71.12148432),1,02136
262,42.24763876,-71.11314825,(42.24763876 -71.11314825),3,02136
263,42.24765488,-71.12823159,(42.24765488 -71.12823159),10,02136
264,42.24769294,-71.11706693,(42.24769294 -71.11706693),2,02136
265,42.24770696,-71.11140369,(42.24770696 -71.11140369),2,02136
266,42.2477256,-71.12760809999999,(42.24772560 -71.12760810),23,02136
267,42.24775221,-71.12690397,(42.24775221 -71.12690397),11,02136
268,42.24783879,-71.12865146,(42.24783879 -71.12865146),4,02136
269,42.2479086,-71.11382466,(42.24790860 -71.11382466),1,02136
270,42.24791651,-71.12448276,(42.24791651 -71.12448276),2,02136
271,42.24798023,-71.12740447,(42.24798023 -71.12740447),1,02136
272,42.24798117,-71.11830421,(42.24798117 -71.11830421),17,02136
273,42.24801184,-71.12255595,(42.24801184 -71.12255595),35,02136
274,42.2480465,-71.11648992,(42.24804650 -71.11648992),4,02136
275,42.24806163,-71.13269023,(42.24806163 -71.13269023),65,02136
276,42.24807145,-71.13799559,(42.24807145 -71.13799559),13,02136
277,42.24817686,-71.1110879,(42.24817686 -71.11108790),4,02136
278,42.24818791,-71.11623292,(42.24818791 -71.11623292),1,02136
279,42.24824519,-71.119587,(42.24824519 -71.11958700),2,02136
280,42.24824571,-71.11036499,(42.24824571 -71.11036499),1,02136
281,42.24826158,-71.12716914,(42.24826158 -71.12716914),11,02136
282,42.248291200000004,-71.12630592,(42.24829120 -71.12630592),19,02136
283,42.24830494,-71.11187957,(42.24830494 -71.11187957),2,02131
284,42.24831869,-71.11676234,(42.24831869 -71.11676234),162,02136
285,42.24834276,-71.1281875,(42.24834276 -71.12818750),8,02136
286,42.24835129,-71.11254914,(42.24835129 -71.11254914),2,02136
287,42.24838288,-71.11588828,(42.24838288 -71.11588828),2,02136
288,42.24843386,-71.11579805,(42.24843386 -71.11579805),1,02136
289,42.24852199,-71.11712440000001,(42.24852199 -71.11712440),1,02136
290,42.24854884,-71.12694776,(42.24854884 -71.12694776),7,02136
291,42.248563399999995,-71.11412469999999,(42.24856340 -71.11412470),8,02136
292,42.24858666,-71.12382157,(42.24858666 -71.12382157),2,02136
293,42.24860152,-71.13157631,(42.24860152 -71.13157631),4,02136
294,42.24861245,-71.11895283,(42.24861245 -71.11895283),1,02136
295,42.24866287,-71.12942498,(42.24866287 -71.12942498),6,02136
296,42.24872,-71.12736931,(42.24872000 -71.12736931),7,02136
297,42.24873815,-71.11768375,(42.24873815 -71.11768375),4,02136
298,42.24875808,-71.11522821,(42.24875808 -71.11522821),8,02136
299,42.24883412,-71.12680769,(42.24883412 -71.12680769),2,02136
300,42.24884413,-71.13428778,(42.24884413 -71.13428778),1,02136
301,42.24884467,-71.11853695,(42.24884467 -71.11853695),1,02136
302,42.24886596,-71.13122255,(42.24886596 -71.13122255),14,02136
303,42.24891703,-71.12588341,(42.24891703 -71.12588341),47,02136
304,42.24891906,-71.13222045,(42.24891906 -71.13222045),16,02136
305,42.24894017,-71.12130622,(42.24894017 -71.12130622),28,02136
306,42.24894107,-71.11634898,(42.24894107 -71.11634898),5,02136
307,42.24895751,-71.13312235,(42.24895751 -71.13312235),3,02136
308,42.24897685,-71.12800077,(42.24897685 -71.12800077),7,02136
309,42.24899978,-71.11715507,(42.24899978 -71.11715507),5,02136
310,42.24900847,-71.11218085,(42.24900847 -71.11218085),4,02136
311,42.24910235,-71.11333146,(42.24910235 -71.11333146),3,02136
312,42.24911633,-71.1400811,(42.24911633 -71.14008110),2,02136
313,42.2491194,-71.12666761,(42.24911940 -71.12666761),1,02136
314,42.24915511,-71.14125117,(42.24915511 -71.14125117),6,02136
315,42.2491787,-71.12663006,(42.24917870 -71.12663006),1,02136
316,42.24919385,-71.13393020000001,(42.24919385 -71.13393020),6,02136
317,42.24920341,-71.13100978,(42.24920341 -71.13100978),1,02136
318,42.24923375,-71.13513526,(42.24923375 -71.13513526),1,02136
319,42.249238,-71.1265925,(42.24923800 -71.12659250),2,02136
320,42.24933079,-71.1142441,(42.24933079 -71.11424410),2,02136
321,42.2493422,-71.11823514,(42.24934220 -71.11823514),1,02136
322,42.24941191,-71.12732343,(42.24941191 -71.12732343),1,02136
323,42.24943784,-71.11691711,(42.24943784 -71.11691711),1,02136
324,42.24945105,-71.11862719,(42.24945105 -71.11862719),3,02136
325,42.24945777,-71.12293746,(42.24945777 -71.12293746),6,02136
326,42.24948009,-71.12648781,(42.24948009 -71.12648781),1,02136
327,42.24950364,-71.13165831,(42.24950364 -71.13165831),30,02136
328,42.24951467,-71.13259099,(42.24951467 -71.13259099),13,02136
329,42.24954831,-71.14431405,(42.24954831 -71.14431405),9,02136
330,42.24954915,-71.12575490000002,(42.24954915 -71.12575490),4,02136
331,42.24961588,-71.13479074,(42.24961588 -71.13479074),15,02136
332,42.24967245,-71.12004045,(42.24967245 -71.12004045),37,02136
333,42.24972218,-71.12638312,(42.24972218 -71.12638312),1,02136
334,42.24973808,-71.13094002,(42.24973808 -71.13094002),91,02136
335,42.24974548,-71.11832165,(42.24974548 -71.11832165),3,02136
336,42.24976838,-71.113501,(42.24976838 -71.11350100),5,02136
337,42.24980716,-71.13230432,(42.24980716 -71.13230432),1,02136
338,42.24982555,-71.11282876,(42.24982555 -71.11282876),4,02136
339,42.24982643,-71.11068338,(42.24982643 -71.11068338),1,02136
340,42.24987677,-71.11831801,(42.24987677 -71.11831801),2,02136
341,42.24995502,-71.11692626,(42.24995502 -71.11692626),7,02136
342,42.24995971,-71.11317445,(42.24995971 -71.11317445),1,02136
343,42.24999342,-71.12344849,(42.24999342 -71.12344849),40,02136
344,42.25001483,-71.11563053,(42.25001483 -71.11563053),21,02136
345,42.2500764,-71.12246608,(42.25007640 -71.12246608),5,02136
346,42.25014227,-71.12925975,(42.25014227 -71.12925975),3,02136
347,42.25014441,-71.12553157,(42.25014441 -71.12553157),7,02136
348,42.25017239,-71.11443415,(42.25017239 -71.11443415),3,02136
349,42.25017468,-71.13420432,(42.25017468 -71.13420432),8,02136
350,42.25022843,-71.11831536,(42.25022843 -71.11831536),4,02136
351,42.25022942,-71.11269237,(42.25022942 -71.11269237),4,02136
352,42.25027603,-71.13090311,(42.25027603 -71.13090311),4,02136
353,42.25029620000001,-71.12611241,(42.25029620 -71.12611241),2,02136
354,42.25031424,-71.11885871,(42.25031424 -71.11885871),2,02136
355,42.25036323,-71.12175924,(42.25036323 -71.12175924),11,02136
356,42.2504055,-71.1317374,(42.25040550 -71.13173740),34,02136
357,42.25040905,-71.14446882,(42.25040905 -71.14446882),2,02136
358,42.25042819,-71.11233707,(42.25042819 -71.11233707),1,02136
359,42.25044024,-71.12184759,(42.25044024 -71.12184759),2,02136
360,42.25044769,-71.14332320000001,(42.25044769 -71.14332320),1,02136
361,42.25049078,-71.11136827,(42.25049078 -71.11136827),2,02136
362,42.25050448,-71.13090444,(42.25050448 -71.13090444),15,02136
363,42.25052875,-71.12600162,(42.25052875 -71.12600162),44,02136
364,42.25055849,-71.12512147,(42.25055849 -71.12512147),8,02136
365,42.25059476,-71.14318490000001,(42.25059476 -71.14318490),4,02136
366,42.25060071,-71.1325418,(42.25060071 -71.13254180),38,02136
367,42.25060178,-71.13375937,(42.25060178 -71.13375937),9,02136
368,42.2506192,-71.11201663,(42.25061920 -71.11201663),1,02136
369,42.25064992,-71.12406767,(42.25064992 -71.12406767),17,02136
370,42.25066722,-71.14137690000001,(42.25066722 -71.14137690),2,02136
371,42.25067181,-71.14103522,(42.25067181 -71.14103522),6,02136
372,42.25069475,-71.13904417,(42.25069475 -71.13904417),11,02136
373,42.25069848,-71.12029793,(42.25069848 -71.12029793),4,02136
374,42.250727600000005,-71.11693702,(42.25072760 -71.11693702),2,02136
375,42.2507446,-71.1100784,(42.25074460 -71.11007840),4,02136
376,42.25076129999999,-71.12589082,(42.25076130 -71.12589082),2,02136
377,42.25076977,-71.11401862,(42.25076977 -71.11401862),10,02136
378,42.25081021,-71.11169620000001,(42.25081021 -71.11169620),1,02136
379,42.25087557,-71.12088656,(42.25087557 -71.12088656),1,02136
380,42.25089631,-71.14535544,(42.25089631 -71.14535544),5,02136
381,42.2509009,-71.1225554,(42.25090090 -71.12255540),2,02136
382,42.25093711,-71.12277648,(42.25093711 -71.12277648),21,02136
383,42.25094401,-71.11660236,(42.25094401 -71.11660236),5,02136
384,42.25096154,-71.13051036,(42.25096154 -71.13051036),6,02136
385,42.250963899999995,-71.14284317,(42.25096390 -71.14284317),3,02136
386,42.25100168,-71.11910481,(42.25100168 -71.11910481),15,02136
387,42.2510172,-71.12390887,(42.25101720 -71.12390887),1,02136
388,42.25101904,-71.13382686,(42.25101904 -71.13382686),2,02136
389,42.25107733,-71.12416238,(42.25107733 -71.12416238),3,02136
390,42.25107936,-71.12388159,(42.25107936 -71.12388159),2,02136
391,42.25108484,-71.14421984,(42.25108484 -71.14421984),1,02136
392,42.25109643,-71.11540455,(42.25109643 -71.11540455),7,02136
393,42.25113403,-71.11113665,(42.25113403 -71.11113665),12,02136
394,42.25114037,-71.14229923,(42.25114037 -71.14229923),3,02136
395,42.25114779999999,-71.1120605,(42.25114780 -71.11206050),4,02136
396,42.25118733,-71.11617887,(42.25118733 -71.11617887),2,02136
397,42.25119014,-71.13011496,(42.25119014 -71.13011496),2,02136
398,42.25119293,-71.12507461,(42.25119293 -71.12507461),2,02136
399,42.25119947,-71.12053218,(42.25119947 -71.12053218),23,02136
400,42.25120821,-71.13095369,(42.25120821 -71.13095369),22,02136
401,42.25125535,-71.13476971,(42.25125535 -71.13476971),20,02136
402,42.25127804,-71.12019402,(42.25127804 -71.12019402),15,02136
403,42.25133192,-71.14080585,(42.25133192 -71.14080585),3,02136
404,42.25133668,-71.11287359999999,(42.25133668 -71.11287360),2,02136
405,42.2513375,-71.14250615,(42.25133750 -71.14250615),1,02136
406,42.25137716,-71.13295048,(42.25137716 -71.13295048),54,02136
407,42.25153486,-71.11974740000001,(42.25153486 -71.11974740),1,02136
408,42.25153631,-71.12268385,(42.25153631 -71.12268385),9,02136
